jsonl_line,task_id,api_group,api,generation_seed,ab_order,finish_reason,raw_token_count,generation_seconds,parseable,runnable,target_valid,oracle_bearing,error_labels,failure_cluster,exact_turn_delimiter,turn_delimiter_or_prefix,end_of_turn_count,start_of_turn_count,role_sequence,unclosed_markdown_fence,unclosed_quote,unclosed_bracket_depth,unclosed_brackets,unclosed_block_at_eof,compile_status,repeated_suffix_block_tokens,repeated_suffix_repetitions,ngram4_repeat_fraction,ngram4_max_count,ngram8_repeat_fraction,ngram8_max_count,output_chars,output_lines,prompt_echo_phrases,raw_output_sha256,ast_reason
118,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool1d|7711,convolution_and_pooling,torch.nn.functional.avg_pool1d,7711,B3_then_B2,length,600,18.235,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.056650246305418706,2,0.03233830845771146,2,1942,49,Documentation snapshot:,e18da03f872c18c20551f293f223f31dbb87ce6a2a05349ee616daf0d0e17edd,"syntax: invalid syntax (<unknown>, line 31)"
119,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool2d|3407,convolution_and_pooling,torch.nn.functional.avg_pool2d,3407,B2_then_B3,length,600,19.225,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.1645885286783042,4,0.04282115869017633,3,2088,50,,afd970ad2fb055db0b0c8df3735b9813e2f54a4c89856ec609cb07caf7899c42,"syntax: invalid syntax (<unknown>, line 30)"
120,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool2d|7711,convolution_and_pooling,torch.nn.functional.avg_pool2d,7711,B3_then_B2,length,600,17.862,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,1,(,False,invalid,0,1,0.4607594936708861,6,0.3785166240409207,4,1934,60,,678d217b1823d189ea92e7811f18b3b43b149b907838c028fa423fcbb1d7edbf,"syntax: invalid syntax (<unknown>, line 28)"
121,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool3d|3407,convolution_and_pooling,torch.nn.functional.avg_pool3d,3407,B2_then_B3,length,600,19.103,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.18599033816425126,4,0.06829268292682922,3,1853,48,Generate a unit test,b745ba32dabe0b8648ebac5ff16fb1c9fcfcbca1d53d0e8ffed2e3cf2d619556,"syntax: invalid syntax (<unknown>, line 30)"
122,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool3d|7711,convolution_and_pooling,torch.nn.functional.avg_pool3d,7711,B3_then_B2,length,599,17.744,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,1,user,False,False,0,,False,invalid,0,1,0.12,4,0.02020202020202022,2,2024,51,Generate a unit test,312c951fb981fb9915d7d83bdad4c667fd51ca2dc7582ec3dbd04f9143128f9a,"syntax: invalid syntax (<unknown>, line 33)"
123,trdgl_pytorch_120_v1|torch.nn.functional.batch_norm|3407,normalization_activation_and_loss,torch.nn.functional.batch_norm,3407,B2_then_B3,length,600,18.907,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.4942263279445728,4,0.4522144522144522,2,2078,62,,11dcd8fb3f4facf0a2e2040aca5af0a95e5856d1b1a011acb6b0837f65020fca,"syntax: invalid syntax (<unknown>, line 30)"
124,trdgl_pytorch_120_v1|torch.nn.functional.batch_norm|7711,normalization_activation_and_loss,torch.nn.functional.batch_norm,7711,B3_then_B2,length,600,17.229,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,1,(,False,invalid,0,1,0.28941176470588237,5,0.11638954869358675,3,2037,56,,1f2c8c85b88e04b00860c234decc94f1447a082d0e197152b3628b5a1e75d811,"syntax: invalid syntax (<unknown>, line 17)"
125,trdgl_pytorch_120_v1|torch.nn.functional.binary_cross_entropy_with_logits|3407,normalization_activation_and_loss,torch.nn.functional.binary_cross_entropy_with_logits,3407,B2_then_B3,length,600,18.355,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.20412844036697253,5,0.11111111111111116,3,2083,47,Generate a unit test|Requirements:,5dcc1384e6e93b942c19cea820951890cac1c7a61152aa53185ff796d5ac2578,"syntax: invalid decimal literal (<unknown>, line 33)"
126,trdgl_pytorch_120_v1|torch.nn.functional.binary_cross_entropy_with_logits|7711,normalization_activation_and_loss,torch.nn.functional.binary_cross_entropy_with_logits,7711,B3_then_B2,length,600,18.329,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,6,6,user>model>user>model>user>model,False,False,0,,False,invalid,0,1,0.4246575342465754,6,0.31855955678670356,3,1955,49,,aa3190e369ab43c865b2f4bc09b068ae2850e5cad209b972bd7d03f3d7095bd8,"syntax: invalid syntax (<unknown>, line 19)"
127,trdgl_pytorch_120_v1|torch.nn.functional.conv1d|3407,convolution_and_pooling,torch.nn.functional.conv1d,3407,B2_then_B3,length,600,19.817,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.4365853658536586,4,0.3694581280788177,2,1955,48,Generate a unit test,5cc6edab117f4cbed6198c8a2cadc742a20bc7796b1fc2cdf536a0cf414fa9d4,"syntax: invalid syntax (<unknown>, line 19)"
128,trdgl_pytorch_120_v1|torch.nn.functional.conv1d|7711,convolution_and_pooling,torch.nn.functional.conv1d,7711,B3_then_B2,length,600,18.329,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,2,user>model,False,False,0,,False,invalid,0,1,0.22556390977443608,4,0.16202531645569618,2,1991,57,Generate rigorous PyTorch API tests|Output exactly one,c1979d22e5f294cbf1d5d3ee6f25e0a886446dc05f75a20d17927ad31e4896a3,"syntax: invalid syntax (<unknown>, line 38)"
129,trdgl_pytorch_120_v1|torch.nn.functional.conv2d|3407,convolution_and_pooling,torch.nn.functional.conv2d,3407,B2_then_B3,length,600,19.764,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.3075060532687651,4,0.1613691931540342,2,1793,50,Generate rigorous PyTorch API tests|Output exactly one,ed4e3fb06d8684bd7474b11d3b47462c74571e5fad14730bb8f1417ff9580422,"syntax: invalid syntax (<unknown>, line 17)"
130,trdgl_pytorch_120_v1|torch.nn.functional.conv2d|7711,convolution_and_pooling,torch.nn.functional.conv2d,7711,B3_then_B2,length,600,18.418,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.10854503464203236,4,0.027972027972028024,2,2013,50,Generate a unit test,413e825995e466b9db18a347f8c1cc417bf164c482ac47e2c9b75d198c1b0eab,"syntax: invalid syntax (<unknown>, line 23)"
131,trdgl_pytorch_120_v1|torch.nn.functional.conv3d|3407,convolution_and_pooling,torch.nn.functional.conv3d,3407,B2_then_B3,length,600,19.812,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,True,1,(,False,invalid,0,1,0.2314814814814815,6,0.11214953271028039,2,1863,53,Generate a unit test,92f0315b2fbf29ac91ca92c2bdffbb727d63fafa2d6324744ec93648ab15ef63,"syntax: unterminated string literal (detected at line 53) (<unknown>, line 53)"
132,trdgl_pytorch_120_v1|torch.nn.functional.conv3d|7711,convolution_and_pooling,torch.nn.functional.conv3d,7711,B3_then_B2,length,600,18.476,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,2,user>user,False,False,0,,False,invalid,0,1,0.5010989010989011,7,0.39911308203991136,3,1785,43,,3e8153bfa2809e0ebce9d7ac03346a32db82594f8e1d2557d80b43c992e2721f,"syntax: invalid syntax (<unknown>, line 20)"
133,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose1d|3407,convolution_and_pooling,torch.nn.functional.conv_transpose1d,3407,B2_then_B3,length,600,19.718,True,False,False,False,runtime,marker_free_parseable_runtime,False,False,0,0,(none),False,False,0,,False,complete,0,1,0.1428571428571429,5,0.06835443037974687,3,1858,38,,187229fa1644667883c401b349f9409f87e9e782bd008fe5fb68ffeaca4e2620,
134,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose1d|7711,convolution_and_pooling,torch.nn.functional.conv_transpose1d,7711,B3_then_B2,length,600,18.167,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,1,user,False,False,0,,False,invalid,0,1,0.2657004830917874,4,0.19512195121951215,2,2032,45,Generate a unit test,734b284cc188176cc07fd873a9e4ce868e206c5db1f392999640e4fba862e827,"syntax: invalid syntax (<unknown>, line 35)"
135,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose2d|3407,convolution_and_pooling,torch.nn.functional.conv_transpose2d,3407,B2_then_B3,length,600,19.774,False,False,False,False,syntax,turn_delimiter_runaway_syntax,False,True,0,0,(none),False,False,0,,False,invalid,0,1,0.20518867924528306,6,0.07619047619047614,4,1704,35,,1ae1feb42e7a3beb74ff39c3942a80d9bbed7218e697326a02c8dd6f30d71c0f,"syntax: invalid syntax (<unknown>, line 21)"
136,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose2d|7711,convolution_and_pooling,torch.nn.functional.conv_transpose2d,7711,B3_then_B2,length,600,18.237,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.15384615384615385,6,0.0536193029490617,3,1850,56,Generate a unit test,c83c03fe9a04358e46a9f3c4a1b51964f9d14d77c71d831e8f420d8b42b12829,"syntax: invalid syntax (<unknown>, line 25)"
137,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose3d|3407,convolution_and_pooling,torch.nn.functional.conv_transpose3d,3407,B2_then_B3,length,600,20.496,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.2376237623762376,4,0.11750000000000005,4,1927,54,,f056cf0f7b0b6f1268226c9883a313b5f0ac2b68e845704e5b2958f07022852b,"syntax: invalid syntax (<unknown>, line 20)"
138,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose3d|7711,convolution_and_pooling,torch.nn.functional.conv_transpose3d,7711,B3_then_B2,length,600,18.414,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.3959731543624161,5,0.31828442437923254,3,2003,47,Generate rigorous PyTorch API tests|Documentation snapshot:,c182f627f5daf212b904d97fbbf77254b443c2c85fc4cecaf93f6c26e8a380d4,"syntax: invalid decimal literal (<unknown>, line 22)"
139,trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|3407,normalization_activation_and_loss,torch.nn.functional.cross_entropy,3407,B2_then_B3,length,600,20.013,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,True,0,,False,invalid,0,1,0.35794183445190153,6,0.2595936794582393,3,2253,45,Generate a unit test|Requirements:,116792c91adcc4a602d72936032839068324dd723dbb67481587eef678f39588,"syntax: unterminated string literal (detected at line 31) (<unknown>, line 31)"
140,trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|7711,normalization_activation_and_loss,torch.nn.functional.cross_entropy,7711,B3_then_B2,length,600,18.791,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,2,user>model,False,False,1,(,False,invalid,0,1,0.24347826086956526,7,0.11622807017543857,2,2168,49,Generate a unit test|Requirements:,a079f8da8d88cd38496e96733b0cfe42d04b7deca9a9d20e416c779c8b43630f,"syntax: invalid syntax (<unknown>, line 26)"
141,trdgl_pytorch_120_v1|torch.nn.functional.embedding|3407,indexing_gather_and_scatter,torch.nn.functional.embedding,3407,B2_then_B3,length,600,18.615,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,2,user>model,False,False,0,,False,invalid,0,1,0.2772727272727272,5,0.18807339449541283,3,2189,53,Requirements:,314abd20f8990fc09ccf96d0ec2d199d7a0f0b336aad6b6893151d4a3f56641f,"syntax: unexpected indent (<unknown>, line 14)"
142,trdgl_pytorch_120_v1|torch.nn.functional.embedding|7711,indexing_gather_and_scatter,torch.nn.functional.embedding,7711,B3_then_B2,length,600,18.382,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,2,user>model,False,False,0,,False,invalid,0,1,0.13242009132420096,5,0.03456221198156684,2,2148,62,Generate a unit test,4ec4801e136f6ec1cf81a6d0da58dffd94dc0da26b6e20bb9d82e52c39383c8b,"syntax: invalid syntax (<unknown>, line 32)"
143,trdgl_pytorch_120_v1|torch.nn.functional.gelu|3407,normalization_activation_and_loss,torch.nn.functional.gelu,3407,B2_then_B3,length,600,18.896,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,1,(,False,invalid,0,1,0.1917098445595855,6,0.06282722513089001,3,2031,56,Generate a unit test,31115515d576eb010f843a49fdcb0792cd8d358651a0f2fd101738a20f7f9694,"syntax: invalid syntax (<unknown>, line 26)"
144,trdgl_pytorch_120_v1|torch.nn.functional.gelu|7711,normalization_activation_and_loss,torch.nn.functional.gelu,7711,B3_then_B2,length,600,17.331,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,1,(,False,invalid,0,1,0.49759615384615385,5,0.4150485436893204,3,1959,64,Generate a unit test,ffbc693d8a3f91365a6f4207cb039a8a8dd6fc2bcd1877a3d560cb0efefd8d11,"syntax: invalid syntax (<unknown>, line 23)"
145,trdgl_pytorch_120_v1|torch.nn.functional.group_norm|3407,normalization_activation_and_loss,torch.nn.functional.group_norm,3407,B2_then_B3,length,600,18.787,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.3738095238095238,4,0.2908653846153846,3,1969,51,,8bf94b6ea4f75a1a7b2b6927cb22a08f840ae530bd3f77bafac57bdd89979f1e,"syntax: invalid syntax (<unknown>, line 31)"
146,trdgl_pytorch_120_v1|torch.nn.functional.group_norm|7711,normalization_activation_and_loss,torch.nn.functional.group_norm,7711,B3_then_B2,length,599,17.513,True,True,False,False,wrong_api,marker_free_runnable_wrong_api,False,False,0,0,(none),False,False,0,,False,complete,0,1,0.4691943127962085,6,0.3564593301435407,4,2141,46,,6596064165093e95aa3e05688473dd5344e6f32e7a9fa8a9b8d25f31ce6d4d05,
147,trdgl_pytorch_120_v1|torch.nn.functional.layer_norm|3407,normalization_activation_and_loss,torch.nn.functional.layer_norm,3407,B2_then_B3,length,599,18.838,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,1,(,False,invalid,0,1,0.10482180293501053,4,0.031712473572938715,2,2008,50,Create a tiny deterministic CPU test|Requirements:|Target API:|Documentation snapshot:|Start with import torch,5bbccb089df214b46cd91d1915f92f682afa32f6b1b3e18ad9e7749d7d4e7fc2,"syntax: invalid syntax (<unknown>, line 20)"
148,trdgl_pytorch_120_v1|torch.nn.functional.layer_norm|7711,normalization_activation_and_loss,torch.nn.functional.layer_norm,7711,B3_then_B2,length,599,17.347,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,2,user>user,False,False,0,,False,invalid,0,1,0.3272311212814645,4,0.24480369515011546,4,2053,67,,0d6874688b99290b5c9b8a4fff59030759b945fcfb3ea3cf690acd677a142f49,"syntax: invalid syntax (<unknown>, line 34)"
149,trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|3407,normalization_activation_and_loss,torch.nn.functional.log_softmax,3407,B2_then_B3,length,600,18.743,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,1,(,False,invalid,0,1,0.36250000000000004,5,0.24494949494949492,3,2058,59,Generate a unit test,d9264c42e5da1df44374ca4b5546191dcae62f71e380953c7c9be62f17a9f81e,"syntax: invalid syntax (<unknown>, line 21)"
150,trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|7711,normalization_activation_and_loss,torch.nn.functional.log_softmax,7711,B3_then_B2,length,600,17.578,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,2,user>model,False,False,0,,False,invalid,0,1,0.152317880794702,3,0.12472160356347439,2,2260,54,Generate rigorous PyTorch API tests|Create a tiny deterministic CPU test|Requirements:|Documentation snapshot:|Start with import torch,7784bda718e3248113137a6016311345f6c0aeaf5ad4de22e844e281d7bc51e4,"syntax: invalid syntax (<unknown>, line 17)"
151,trdgl_pytorch_120_v1|torch.nn.functional.max_pool1d|3407,convolution_and_pooling,torch.nn.functional.max_pool1d,3407,B2_then_B3,length,600,19.135,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,2,user>model,False,False,0,,False,invalid,0,1,0.28260869565217395,5,0.1707317073170732,4,1887,56,,7bed87e8dbf6c4cfc3f3945fa2dd5110ee430c940623d65a9b863008ad025798,"syntax: invalid syntax (<unknown>, line 32)"
152,trdgl_pytorch_120_v1|torch.nn.functional.max_pool1d|7711,convolution_and_pooling,torch.nn.functional.max_pool1d,7711,B3_then_B2,length,600,17.769,False,False,False,False,syntax,marker_free_truncated_code,False,False,0,0,(none),False,False,1,(,False,incomplete,0,1,0.4331683168316832,6,0.37749999999999995,3,1980,51,,5c642ad890c8262c978891ef0c601bc61abd8640a85ed9f3098b45cc505e6c31,"syntax: '(' was never closed (<unknown>, line 51)"
153,trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|3407,convolution_and_pooling,torch.nn.functional.max_pool2d,3407,B2_then_B3,length,600,19.117,True,True,False,False,wrong_api,marker_free_runnable_wrong_api,False,False,0,0,(none),False,False,0,,False,complete,0,1,0.6090909090909091,6,0.5688073394495412,6,2036,40,,4bf3abf83ae7175e87bc6de7b4a126b7219a03ee3993bc3e17e636644d290367,
154,trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|7711,convolution_and_pooling,torch.nn.functional.max_pool2d,7711,B3_then_B2,length,599,17.723,True,True,False,False,wrong_api,marker_free_runnable_wrong_api,False,False,0,0,(none),False,False,0,,False,complete,0,1,0.24711316397228633,4,0.13286713286713292,4,1955,38,,ef77b7f3ad0d8c0f529bf6bf81c43fb28903b0123e027724f74a1ac9d930bd2a,
155,trdgl_pytorch_120_v1|torch.nn.functional.max_pool3d|3407,convolution_and_pooling,torch.nn.functional.max_pool3d,3407,B2_then_B3,length,600,19.362,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.08495145631067957,4,0.01225490196078427,2,1901,40,Generate a unit test,deb9f8143cdef0743fd54b5467e64d5715b5cac7e630bbfe99df6181d58be90a,"syntax: invalid syntax (<unknown>, line 38)"
156,trdgl_pytorch_120_v1|torch.nn.functional.max_pool3d|7711,convolution_and_pooling,torch.nn.functional.max_pool3d,7711,B3_then_B2,length,600,17.759,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,1,user,False,False,0,,False,invalid,0,1,0.22146118721461183,3,0.11981566820276501,3,2090,45,,fe36cd21d61877ce0d915ec6717d6a9a0652c22692c0b71bf6cec0aa92cd48b7,"syntax: invalid syntax (<unknown>, line 39)"
157,trdgl_pytorch_120_v1|torch.nn.functional.mse_loss|3407,normalization_activation_and_loss,torch.nn.functional.mse_loss,3407,B2_then_B3,length,600,18.871,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,2,([,False,invalid,0,1,0.35516372795969775,6,0.1959287531806616,3,1935,58,Generate a unit test,1cf759270cdc79130611e6f70c814e223d45ba3d72e71dbf6101294819a6cd1e,"syntax: invalid syntax (<unknown>, line 20)"
158,trdgl_pytorch_120_v1|torch.nn.functional.mse_loss|7711,normalization_activation_and_loss,torch.nn.functional.mse_loss,7711,B3_then_B2,length,600,17.527,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,1,user,False,False,0,,False,invalid,0,1,0.1995753715498938,5,0.09850107066381153,3,2011,47,Documentation snapshot:,e9f907b2f1b8388f958c34a3381939d786998c42c5a3fd0825bbedbc52f88a70,"syntax: invalid syntax (<unknown>, line 22)"
159,trdgl_pytorch_120_v1|torch.nn.functional.normalize|3407,normalization_activation_and_loss,torch.nn.functional.normalize,3407,B2_then_B3,length,600,18.869,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,True,invalid,0,1,0.29638554216867474,4,0.15571776155717765,3,1938,62,Generate a unit test,b414a2dcc27dfd1cde5dc36cf34e40bdf9e72e375e5f80b7985e7d2a6ec7ce86,"syntax: invalid syntax (<unknown>, line 20)"
160,trdgl_pytorch_120_v1|torch.nn.functional.normalize|7711,normalization_activation_and_loss,torch.nn.functional.normalize,7711,B3_then_B2,length,600,17.536,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,True,invalid,0,1,0.3664302600472813,6,0.26730310262529833,3,1996,55,Generate a unit test,5b197dbe7b0ee10da04cf597beee7093b888e2412b8a37fdf1266bfba31c06b6,"syntax: invalid syntax (<unknown>, line 17)"
161,trdgl_pytorch_120_v1|torch.nn.functional.relu|3407,normalization_activation_and_loss,torch.nn.functional.relu,3407,B2_then_B3,length,600,18.643,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,2,user>user,False,False,0,,False,invalid,0,1,0.2850678733031674,5,0.18721461187214616,3,2054,58,Generate a unit test,1a61c3bb559a125558ab01e5f7b06052921f264670fc5b5b88e6ec32e4a4e0bc,"syntax: invalid syntax (<unknown>, line 23)"
162,trdgl_pytorch_120_v1|torch.nn.functional.relu|7711,normalization_activation_and_loss,torch.nn.functional.relu,7711,B3_then_B2,length,600,17.316,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,1,(,False,invalid,0,1,0.3234714003944773,6,0.23260437375745524,2,2237,46,Create a tiny deterministic CPU test|Requirements:|Target API:|Documentation snapshot:|Start with import torch,864b94d9583019fdc204d30a2470c5513a0392856c123901a2383c44c7743187,"syntax: invalid syntax (<unknown>, line 16)"
163,trdgl_pytorch_120_v1|torch.nn.functional.silu|3407,normalization_activation_and_loss,torch.nn.functional.silu,3407,B2_then_B3,length,600,19.04,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,0,,False,invalid,0,1,0.2245370370370371,6,0.1728971962616822,2,2199,55,Generate rigorous PyTorch API tests|Requirements:|Start with import torch,c7fa081e7f01eabdaa501c0a2adaf068df7fe58ccd82077ef24907438b3c91ca,"syntax: invalid syntax (<unknown>, line 21)"
164,trdgl_pytorch_120_v1|torch.nn.functional.silu|7711,normalization_activation_and_loss,torch.nn.functional.silu,7711,B3_then_B2,length,600,17.482,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,6,5,user>system>user>system>user,False,False,0,,False,invalid,0,1,0.6533018867924528,6,0.6,6,2146,72,,65d3f4c29ef7c4dbf1cff45165b182915833008691cc201ce2bd3002c1926da9,"syntax: invalid syntax (<unknown>, line 21)"
165,trdgl_pytorch_120_v1|torch.nn.functional.softmax|3407,normalization_activation_and_loss,torch.nn.functional.softmax,3407,B2_then_B3,length,600,18.999,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.3397129186602871,6,0.21497584541062797,3,1903,55,Generate a unit test|Requirements:,2c70e96f191b801af8af32600a0f5393a7b80790ea7aac50dde41a9da2873190,"syntax: invalid syntax (<unknown>, line 23)"
166,trdgl_pytorch_120_v1|torch.nn.functional.softmax|7711,normalization_activation_and_loss,torch.nn.functional.softmax,7711,B3_then_B2,length,600,17.425,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,2,user>model,False,False,0,,False,invalid,0,1,0.07042253521126762,3,0.023696682464455,2,1936,48,Generate a unit test|Requirements:|Start with import torch,e02df4f5a1d1afbd020d50727ec2aaea6f2bed55e0ed48a5714a2ae1d06ffe76,"syntax: invalid syntax (<unknown>, line 26)"
167,trdgl_pytorch_120_v1|torch.nonzero|3407,indexing_gather_and_scatter,torch.nonzero,3407,B2_then_B3,length,600,18.744,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,3,user>model>user,False,False,1,(,False,invalid,0,1,0.18142548596112307,3,0.07625272331154687,2,2092,57,,152ea2a88027e4819c9ebaf8c5bc68c96ece35ccb8dfe59bafda621dd6aaccb2,"syntax: invalid syntax (<unknown>, line 21)"
168,trdgl_pytorch_120_v1|torch.nonzero|7711,indexing_gather_and_scatter,torch.nonzero,7711,B3_then_B2,length,600,18.623,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.34140969162995594,4,0.3222222222222222,2,2161,55,Requirements:|Start with import torch,bcf80607cdf346ca9e1d43cf09bca64b6c8789b75517e1170348889a184fbc76,"syntax: invalid syntax (<unknown>, line 24)"
169,trdgl_pytorch_120_v1|torch.ones|3407,tensor_creation,torch.ones,3407,B2_then_B3,length,599,18.876,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>user,False,False,1,(,False,invalid,0,1,0.23918575063613234,6,0.12853470437018,3,2063,64,Generate a unit test,f422565bf287be8917cabe83c032444519141f3bd473e76c34847f60492b15d9,"syntax: invalid syntax (<unknown>, line 17)"
170,trdgl_pytorch_120_v1|torch.ones|7711,tensor_creation,torch.ones,7711,B3_then_B2,length,601,17.697,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,1,(,False,invalid,0,1,0.04609218436873752,5,0.0,1,2270,54,Create a tiny deterministic CPU test|Requirements:|Documentation snapshot:|Start with import torch,9fc75d9dfff13b9bf5d975664e91cda5a2e2dd5e5ea76c3c012ce8d5890b4069,"syntax: invalid syntax (<unknown>, line 16)"
171,trdgl_pytorch_120_v1|torch.outer|3407,linear_algebra,torch.outer,3407,B2_then_B3,length,600,18.907,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,1,(,False,invalid,0,1,0.6453089244851258,6,0.5912240184757506,6,2032,67,Generate rigorous PyTorch API tests,0abf43424bb345f79a5d19cf4fdb0abe777ecba193f9335f4a8388837dd7cfa4,"syntax: unmatched ')' (<unknown>, line 61)"
172,trdgl_pytorch_120_v1|torch.outer|7711,linear_algebra,torch.outer,7711,B3_then_B2,length,600,17.501,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,6,6,user>model>user>model>user>model,False,False,0,,False,invalid,0,1,0.46585365853658534,8,0.3620689655172413,4,1878,60,,9cfd522db1e9697f821ab68b54be0ad4fcccce1ba93ad1666720e9c78790cb42,"syntax: invalid syntax (<unknown>, line 20)"
173,trdgl_pytorch_120_v1|torch.permute|3407,shape_and_composition,torch.permute,3407,B2_then_B3,length,600,18.662,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,1,user,False,False,0,,False,invalid,0,1,0.1443965517241379,6,0.02826086956521734,2,2096,51,Generate a unit test,73d742df478a3dc03932c76d35d0aeed884bbb4fa5a5937fa292694b6449cbf9,"syntax: invalid syntax (<unknown>, line 28)"
174,trdgl_pytorch_120_v1|torch.permute|7711,shape_and_composition,torch.permute,7711,B3_then_B2,length,600,17.463,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5162162162162163,5,0.4590163934426229,3,2056,62,Generate rigorous PyTorch API tests|Output exactly one,e49135b06f611d64e91942be98c600367b6e35997dcdc6797dafecaf4e39fc1b,"syntax: invalid syntax (<unknown>, line 22)"
